"r_id","r_gender","r_age","r_educ","r_income","r_party","r_strength","r_lean","profile","access","balcony","bar","boats","call","cars","cfloor","cfurniture","channels","chocolate","cinternet","closet","coffee","color","cview","decor","door","elevators","fan","flooring","food","hallway","hours","kitchen","lamps","lights","linens","menu","office","parking","pillows","scent","service","shower","sinks","size","theme","thermo","towels","tv","valet","windows"
"R_2UaxFKHati7oz8f",2,31,5,5,1,0,NA,3,3,1,3,1,1,1,3,1,1,4,1,2,3,4,2,1,2,1,1,3,4,2,2,3,1,2,1,1,2,2,1,1,3,1,2,2,1,3,1,1,1,2
"R_2UbG5j3gnYUVazB",1,21,3,4,3,NA,0,1,3,2,3,2,2,1,3,1,1,4,2,1,3,1,2,2,1,1,1,2,3,2,3,2,1,2,3,1,2,2,4,3,4,3,2,2,2,2,1,2,2,2
"R_2UbG5j3gnYUVazB",1,21,3,4,3,NA,0,2,3,1,1,1,1,1,2,2,1,1,2,2,1,3,1,2,2,2,2,1,2,2,1,1,3,2,1,2,1,3,4,3,2,3,2,2,3,2,3,2,2,2
"R_2UbG5j3gnYUVazB",1,21,3,4,3,NA,0,3,1,1,3,1,2,2,2,2,3,2,2,1,3,4,1,1,2,1,1,3,4,2,1,1,3,2,3,2,1,2,1,2,2,3,1,2,3,1,3,1,2,2
"R_2uCcElf6g2FxGUu",2,34,5,2,2,0,NA,1,1,1,2,2,1,3,1,1,3,4,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,3,1,2,2,4,3,3,3,1,1,1,2,1,2,2,2
"R_2uCcElf6g2FxGUu",2,34,5,2,2,0,NA,2,1,1,2,2,1,3,2,1,3,2,1,2,1,4,1,1,2,1,2,1,1,2,1,3,2,2,3,1,2,2,4,3,3,3,1,1,1,2,1,2,2,2
"R_2uCcElf6g2FxGUu",2,34,5,2,2,0,NA,3,1,2,2,1,1,3,3,1,3,2,2,2,2,4,2,1,3,2,2,1,1,3,1,2,2,2,3,1,2,2,4,1,4,1,1,1,1,2,1,2,2,2
"R_2UctqgZFnqwsfpY",2,51,5,3,1,1,NA,1,1,1,3,1,1,3,3,1,2,4,1,2,2,3,2,1,1,2,1,1,1,1,3,3,2,2,1,1,2,1,4,1,4,1,2,3,3,4,1,1,1,2
"R_2UctqgZFnqwsfpY",2,51,5,3,1,1,NA,2,3,1,3,1,1,3,2,1,3,1,1,2,1,1,2,1,1,2,2,1,1,1,3,3,3,2,1,2,2,3,4,3,4,1,1,3,2,4,1,1,2,2
"R_2UctqgZFnqwsfpY",2,51,5,3,1,1,NA,3,1,2,3,1,1,3,1,1,1,2,1,1,2,4,2,2,1,1,1,1,1,3,3,2,2,2,1,2,2,3,4,1,4,1,1,3,3,4,1,1,2,1
"R_2uE8hrGWFCUcjW9",2,33,3,3,2,1,NA,1,3,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,3,2,2,2,1,1,2,2,3,1,4,1,2,2,3,2,3,1,2,1
"R_2uE8hrGWFCUcjW9",2,33,3,3,2,1,NA,2,2,1,2,1,1,1,2,2,3,3,2,2,2,2,2,2,2,1,2,2,1,1,3,2,2,2,1,1,1,3,3,1,4,3,2,1,2,3,1,2,2,1
"R_2uE8hrGWFCUcjW9",2,33,3,3,2,1,NA,3,3,2,3,2,2,2,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,4,1,1,1,1
"R_2uECLjQKJcJKvNr",2,57,3,4,1,0,NA,1,1,2,3,2,1,1,1,1,2,4,1,2,1,1,1,1,2,2,2,1,2,1,1,1,3,2,2,2,2,2,3,1,3,1,2,2,3,3,2,1,1,2
"R_2uECLjQKJcJKvNr",2,57,3,4,1,0,NA,2,1,1,3,1,1,1,1,2,1,1,2,1,1,4,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,4,3,3,2,2,1,3,3,1,1,1,1
"R_2uECLjQKJcJKvNr",2,57,3,4,1,0,NA,3,1,1,3,1,1,1,1,2,3,4,1,2,1,4,2,1,2,1,1,1,2,2,1,1,3,1,2,2,2,2,4,3,3,3,2,1,3,3,1,1,1,1
"R_2uEczlQEZ5bjD1k",2,27,6,3,2,1,NA,1,1,1,3,1,2,1,2,2,1,2,1,2,1,4,2,2,2,2,2,1,1,1,3,3,3,2,1,2,2,1,4,1,3,3,2,1,2,2,1,1,1,1
"R_2uEczlQEZ5bjD1k",2,27,6,3,2,1,NA,2,1,2,3,2,2,1,2,1,1,1,2,2,1,3,1,2,2,2,2,1,1,3,1,3,3,2,1,2,2,1,4,1,3,3,2,2,3,2,1,1,1,1
"R_2uEczlQEZ5bjD1k",2,27,6,3,2,1,NA,3,1,2,3,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,3,2,3,3,2,1,2,2,1,4,1,3,3,2,1,3,2,1,1,1,2
"R_2uEgbIHICYVZ6No",1,48,2,1,2,1,NA,1,3,1,3,1,1,2,3,1,1,3,2,2,1,4,2,3,2,1,2,1,2,3,3,3,3,2,1,1,2,1,4,3,4,3,2,2,2,1,1,1,1,2
"R_2uEgbIHICYVZ6No",1,48,2,1,2,1,NA,2,3,2,3,1,1,3,1,1,1,4,1,2,1,1,2,1,1,1,2,1,1,3,1,3,3,2,1,1,2,2,2,3,3,1,2,2,3,1,1,2,2,1
"R_2uEgbIHICYVZ6No",1,48,2,1,2,1,NA,3,3,1,3,2,1,2,3,1,1,3,1,2,2,2,1,3,3,1,2,1,2,3,3,3,3,2,1,1,2,1,2,3,4,3,2,2,1,1,1,2,1,1
"R_2Uf1RnEjE6CyikY",2,44,6,5,3,NA,-1,1,1,1,3,2,1,1,1,2,1,4,1,2,1,3,1,2,2,1,1,1,2,3,1,3,3,2,1,2,2,3,3,3,4,1,2,1,3,3,1,1,2,2
"R_2Uf1RnEjE6CyikY",2,44,6,5,3,NA,-1,2,1,1,3,1,1,1,3,2,1,4,1,2,1,3,2,2,2,1,1,1,2,3,1,3,3,2,1,2,2,3,3,3,4,1,2,1,2,3,1,1,2,2
"R_2Uf1RnEjE6CyikY",2,44,6,5,3,NA,-1,3,1,1,3,2,1,1,2,2,1,4,1,2,1,3,1,2,2,1,1,1,2,3,1,3,3,2,1,2,2,3,3,3,4,1,2,1,3,3,2,1,2,2
"R_2Ugt3RZshlqRus8",1,32,4,3,1,0,NA,1,1,1,3,2,2,1,1,2,1,3,2,2,1,4,1,2,3,1,1,3,4,2,3,2,2,1,2,1,2,1,4,3,4,3,2,1,3,2,1,1,1,1
"R_2Ugt3RZshlqRus8",1,32,4,3,1,0,NA,2,1,2,3,2,2,1,3,2,1,3,2,2,1,4,1,2,1,2,1,3,4,2,3,1,2,1,3,1,1,1,4,3,4,3,2,1,3,2,1,1,1,1
"R_2Ugt3RZshlqRus8",1,32,4,3,1,0,NA,3,1,1,3,2,2,1,1,2,1,3,2,2,1,4,1,2,3,1,1,3,4,2,3,1,2,1,1,1,1,1,4,3,4,3,2,1,3,2,1,1,1,1
"R_2UhKlz1hYiWVLJl",2,42,3,3,1,1,NA,1,1,1,3,2,1,3,1,2,3,1,1,2,1,3,1,2,1,1,1,1,1,2,1,1,2,2,3,2,1,3,3,3,4,1,2,1,3,4,3,1,2,2
"R_2UhKlz1hYiWVLJl",2,42,3,3,1,1,NA,2,3,1,2,1,1,2,2,1,1,2,1,1,1,4,2,1,2,2,1,1,1,1,1,3,2,2,3,1,2,3,1,1,4,3,1,2,2,4,2,1,1,1
"R_2UhKlz1hYiWVLJl",2,42,3,3,1,1,NA,3,1,1,3,2,2,1,3,1,1,1,2,1,1,1,1,3,2,1,1,1,1,3,3,2,2,1,1,1,2,2,4,3,4,4,1,2,3,3,1,1,1,2
"R_2uI0IGCGp2POqFb",1,32,5,4,2,0,NA,1,1,2,3,1,1,1,2,2,2,4,1,1,3,4,2,1,3,2,2,1,1,1,3,3,2,1,1,1,2,1,1,3,4,3,1,1,3,1,1,2,1,2
"R_2uI0IGCGp2POqFb",1,32,5,4,2,0,NA,2,2,1,3,2,2,2,2,2,1,1,1,1,1,3,1,2,2,1,1,1,2,3,1,3,3,2,3,1,2,2,3,1,3,1,1,2,2,3,2,1,1,1
"R_2uI0IGCGp2POqFb",1,32,5,4,2,0,NA,3,1,1,3,1,2,3,1,2,2,3,2,1,2,1,2,3,1,2,2,1,3,3,3,3,3,1,2,1,1,1,2,3,1,2,1,1,3,1,1,2,1,2
"R_2uJ8oZznW3a16aI",2,21,3,1,3,NA,-1,1,1,1,3,1,2,2,1,2,3,3,1,1,3,1,2,2,2,1,1,2,4,1,1,2,2,2,2,2,2,2,4,3,4,1,2,1,1,2,2,2,2,1
"R_2uJ8oZznW3a16aI",2,21,3,1,3,NA,-1,2,1,1,3,1,2,2,1,2,1,4,1,2,1,1,2,2,2,1,2,2,4,3,1,2,3,2,2,1,2,2,4,3,1,3,1,1,1,3,2,1,1,1
"R_2uJ8oZznW3a16aI",2,21,3,1,3,NA,-1,3,3,1,3,2,2,2,2,2,3,3,1,1,2,3,1,3,2,1,1,2,2,1,3,2,2,1,1,2,1,1,4,1,2,3,1,1,2,3,1,2,1,1
"R_2uKgNwHCKBR3Co5",1,29,5,5,2,0,NA,1,1,2,1,2,2,3,3,2,1,4,1,2,1,4,1,2,1,1,1,1,1,3,3,2,2,2,1,1,2,3,3,1,3,4,2,1,3,2,1,1,2,1
"R_2uKgNwHCKBR3Co5",1,29,5,5,2,0,NA,2,3,1,1,1,2,1,1,1,1,2,2,1,2,4,2,3,1,1,1,3,1,3,3,2,2,1,1,2,1,1,4,3,1,3,1,2,2,1,1,1,1,1
"R_2uKgNwHCKBR3Co5",1,29,5,5,2,0,NA,3,3,1,3,1,2,1,3,2,1,1,1,2,2,4,2,2,3,1,1,3,1,3,3,2,1,1,1,2,1,1,4,2,1,3,2,1,2,1,1,1,1,1
"R_2uPbjOYRmAMQy30",2,22,3,1,1,0,NA,1,1,2,3,2,2,2,1,2,1,1,2,1,2,4,1,2,2,1,1,1,1,3,1,1,3,2,3,1,2,3,3,2,4,3,2,1,3,2,2,2,2,1
"R_2uPbjOYRmAMQy30",2,22,3,1,1,0,NA,2,3,1,1,1,2,1,2,1,3,3,2,2,3,1,2,2,3,2,1,3,4,3,3,2,2,2,1,2,1,2,2,3,3,3,2,2,1,3,2,1,1,1
"R_2uPbjOYRmAMQy30",2,22,3,1,1,0,NA,3,1,2,2,2,1,1,1,1,1,2,2,1,1,3,1,1,3,1,2,1,1,1,1,1,1,2,2,1,1,3,1,2,4,1,2,2,3,2,2,2,2,2
"R_2upJlsy56ZgH2nS",1,32,3,2,2,0,NA,1,2,1,3,1,2,1,3,2,3,2,2,1,2,4,2,3,3,1,1,2,2,3,3,2,1,1,1,2,1,1,2,3,2,2,2,1,2,1,1,2,1,1
"R_2upJlsy56ZgH2nS",1,32,3,2,2,0,NA,2,3,1,3,2,2,1,2,2,1,4,2,1,1,3,1,2,1,1,2,1,1,2,1,3,2,2,1,1,1,3,4,1,4,3,2,1,3,2,1,2,2,1
"R_2upJlsy56ZgH2nS",1,32,3,2,2,0,NA,3,3,2,1,1,1,3,2,1,1,4,2,2,3,1,2,1,2,1,1,1,4,2,2,1,2,2,2,1,2,3,3,3,4,1,2,2,1,1,2,1,2,1
"R_2uPPhu91Cx0swBE",2,48,5,4,2,0,NA,1,1,1,3,2,1,2,3,2,1,2,1,2,1,3,1,2,2,1,2,1,1,3,3,3,2,2,1,1,1,2,1,3,3,2,2,2,3,1,1,1,1,2
"R_2uPPhu91Cx0swBE",2,48,5,4,2,0,NA,2,2,1,3,2,1,2,3,1,1,2,1,1,1,4,1,2,2,1,2,1,1,1,3,3,2,2,1,1,1,2,1,3,3,2,2,2,3,2,2,1,1,2
"R_2uPPhu91Cx0swBE",2,48,5,4,2,0,NA,3,1,1,3,2,1,2,1,1,1,4,1,1,1,2,1,2,1,1,2,1,1,3,2,3,2,2,1,1,1,1,2,2,3,2,2,2,2,2,1,1,1,2
"R_2upRdgzcuq6H5FP",2,56,5,4,1,1,NA,1,1,1,3,2,2,1,1,2,1,1,1,1,1,3,1,2,2,1,1,1,1,3,3,2,2,2,1,1,1,1,3,3,4,2,2,1,3,3,1,1,1,1
"R_2upRdgzcuq6H5FP",2,56,5,4,1,1,NA,2,1,1,2,2,1,1,2,2,1,1,1,2,1,4,1,2,1,1,1,1,1,3,1,2,3,2,1,1,1,1,3,2,3,2,2,1,1,3,1,1,1,2
"R_2upRdgzcuq6H5FP",2,56,5,4,1,1,NA,3,1,1,3,2,2,1,2,2,3,1,2,1,2,3,1,2,2,1,1,1,1,3,3,2,2,1,1,1,1,1,4,3,4,2,2,1,3,3,1,1,1,1
"R_2uPu9lCMmCy05Lu",1,29,5,3,2,1,NA,1,3,2,3,1,2,3,3,1,1,4,1,2,1,3,1,2,2,2,2,1,2,1,3,3,1,2,3,2,2,2,3,1,2,3,1,3,2,2,2,1,2,1
"R_2uPu9lCMmCy05Lu",1,29,5,3,2,1,NA,2,1,2,3,1,1,3,3,2,3,1,2,2,1,3,1,2,2,2,2,1,2,1,3,3,3,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
"R_2uPu9lCMmCy05Lu",1,29,5,3,2,1,NA,3,3,1,3,2,1,3,2,1,3,1,1,1,1,1,1,1,1,1,2,1,4,2,3,3,1,2,3,2,2,3,3,3,3,3,2,1,1,1,2,1,2,2
"R_2uPukWoCanp19zG",2,29,5,3,1,0,NA,1,2,1,1,1,2,3,2,1,1,1,1,2,1,4,2,2,2,1,1,1,2,1,3,3,3,2,2,1,2,1,3,1,4,3,1,2,3,2,1,1,1,2
"R_2uPukWoCanp19zG",2,29,5,3,1,0,NA,2,3,2,1,1,2,3,2,2,1,2,2,2,1,1,2,3,1,1,2,1,2,3,3,3,1,1,1,2,2,1,3,1,4,3,1,1,3,2,1,1,1,1
"R_2uPukWoCanp19zG",2,29,5,3,1,0,NA,3,3,1,1,1,2,3,2,2,2,3,2,1,2,3,2,2,2,2,1,2,4,3,3,2,3,1,1,2,2,3,2,2,1,4,1,1,1,1,1,1,1,2
"R_2uqe9KkDDfmb8vg",2,26,5,4,2,0,NA,1,2,1,3,1,1,2,1,1,2,3,2,1,1,4,2,1,2,1,2,2,1,2,1,2,1,2,3,1,1,1,4,2,3,2,2,3,1,1,3,1,1,1
"R_2uqe9KkDDfmb8vg",2,26,5,4,2,0,NA,2,3,2,1,2,1,2,3,1,2,2,2,2,3,1,1,1,2,2,2,1,3,1,1,2,3,2,3,1,1,2,4,3,1,4,1,1,1,3,3,2,2,1
"R_2uqe9KkDDfmb8vg",2,26,5,4,2,0,NA,3,2,1,1,2,2,3,3,1,1,3,2,2,3,3,2,3,3,2,1,1,3,1,1,1,2,1,3,1,1,1,4,2,4,2,2,2,3,2,1,2,2,1
"R_2usazw2jzPZXX4j",2,23,3,7,3,NA,-1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,4,2,2,2,1,2,3,4,3,1,1,1,2,2,1,2,3,1,2,4,4,2,2,1,2,2,1,2,2
"R_2usazw2jzPZXX4j",2,23,3,7,3,NA,-1,2,3,2,2,2,2,1,3,1,1,1,2,1,1,1,1,2,3,2,1,2,2,3,3,3,3,2,1,1,1,2,2,1,4,2,1,2,3,2,1,2,2,2
"R_2usazw2jzPZXX4j",2,23,3,7,3,NA,-1,3,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,3,3,2,1,2,2,2,2,3,2,2,4,3,1,1,2,2,1,1,1,1
"R_2usO8UXmQz9EucA",2,36,5,2,2,1,NA,1,3,2,3,2,2,2,2,2,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,3,1,4,2,2,1,3,2,1,1,1,2
"R_2usO8UXmQz9EucA",2,36,5,2,2,1,NA,2,1,1,3,1,1,1,1,2,3,2,2,2,1,4,2,2,2,1,1,3,1,1,1,1,2,2,1,2,2,2,3,3,3,2,1,1,2,1,1,1,1,2
"R_2usO8UXmQz9EucA",2,36,5,2,2,1,NA,3,1,2,3,2,1,2,1,2,3,2,1,2,1,3,1,2,1,2,1,3,1,1,1,3,2,2,1,2,1,2,3,2,4,2,2,1,3,2,1,1,1,2
"R_2ustMZQrPOd1jR6",1,26,3,2,2,0,NA,1,2,2,3,2,1,1,3,1,1,2,1,1,1,3,1,2,2,1,1,2,1,1,1,3,2,2,2,2,2,2,4,1,4,2,2,2,3,2,1,2,1,1
"R_2ustMZQrPOd1jR6",1,26,3,2,2,0,NA,2,2,1,3,1,1,1,3,2,1,1,2,1,1,4,2,1,2,1,1,3,2,1,1,3,3,2,1,1,2,3,3,3,4,1,1,1,3,4,1,2,1,1
"R_2ustMZQrPOd1jR6",1,26,3,2,2,0,NA,3,2,1,3,1,1,1,1,2,1,1,1,1,1,4,2,1,2,1,1,3,1,1,1,3,3,2,2,1,2,3,1,3,4,1,1,1,3,3,1,2,1,1
"R_2uVWon1eIK1PmhS",2,28,3,2,1,1,NA,1,2,1,3,1,1,1,3,1,2,1,1,2,1,3,2,2,2,2,1,3,1,2,3,2,2,2,1,1,2,1,1,3,4,2,1,2,1,2,1,2,1,2
"R_2uVWon1eIK1PmhS",2,28,3,2,1,1,NA,2,1,2,2,2,1,3,1,2,1,2,1,1,3,3,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,3,1,4,1,1,1,1,3,2,1,2,1
"R_2uVWon1eIK1PmhS",2,28,3,2,1,1,NA,3,1,1,2,2,2,3,1,2,1,4,2,1,1,3,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,3,3,2,3,1,2,1,1,3,2,1,2,1
"R_2uVXpkB7eJOOGkd",2,29,5,2,2,0,NA,1,1,2,1,1,2,1,3,2,2,3,1,1,2,4,1,2,3,2,1,2,1,1,3,3,3,1,1,1,1,1,3,1,3,4,1,1,3,3,1,1,1,2
"R_2uVXpkB7eJOOGkd",2,29,5,2,2,0,NA,2,2,1,1,2,2,1,1,2,2,4,2,1,3,3,2,2,3,1,1,1,1,1,3,1,1,2,2,2,1,1,3,1,3,1,2,1,1,1,2,1,1,1
"R_2uVXpkB7eJOOGkd",2,29,5,2,2,0,NA,3,3,2,1,2,2,1,2,2,2,2,1,1,2,1,1,3,2,2,1,1,4,1,3,2,1,1,1,2,1,1,1,3,4,3,1,1,3,2,1,1,1,2
"R_2uwCTTOZYXSv7vJ",1,20,3,2,2,1,NA,1,1,1,1,1,2,1,1,2,1,4,2,1,1,2,2,1,2,1,1,3,4,1,1,2,2,2,1,2,2,3,3,1,2,3,2,1,1,2,1,1,1,1
"R_2uwCTTOZYXSv7vJ",1,20,3,2,2,1,NA,2,1,2,2,1,2,2,1,1,1,4,1,1,1,4,2,1,2,1,1,3,4,3,2,3,1,2,1,1,1,3,3,3,1,1,1,2,3,2,1,1,2,2
"R_2uwCTTOZYXSv7vJ",1,20,3,2,2,1,NA,3,3,2,3,1,1,1,3,2,2,4,1,2,2,3,2,3,2,1,1,3,2,2,3,2,1,1,1,1,2,1,1,1,3,2,1,1,2,3,1,1,1,2
"R_2uwk4sGfMvvo86g",2,35,2,4,1,1,NA,1,2,1,2,1,1,3,3,2,1,1,1,2,1,3,2,1,2,1,2,1,1,1,1,1,2,2,3,1,1,3,1,3,4,1,2,1,3,3,2,1,2,2
"R_2uwk4sGfMvvo86g",2,35,2,4,1,1,NA,2,2,1,2,1,1,3,3,2,1,1,1,2,1,3,2,2,2,1,2,1,1,1,1,1,2,2,3,1,1,3,1,3,4,1,2,1,3,3,2,1,2,2
"R_2uwk4sGfMvvo86g",2,35,2,4,1,1,NA,3,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,3,1,2,2,1,1,2,2,1,2,3,2,2,2,2,3,1,1,1,2
"R_2UWLEEm8w0b72d8",2,30,5,3,2,1,NA,1,2,1,1,2,1,3,2,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,3,2,2,2,3,1,2,3,1,1,4,1,2,2,2,2,1,1,1,2
"R_2UWLEEm8w0b72d8",2,30,5,3,2,1,NA,2,3,2,2,1,1,3,2,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,3,2,1,3,3,2,1,2,1,1
"R_2UWLEEm8w0b72d8",2,30,5,3,2,1,NA,3,1,1,3,2,2,2,3,2,1,1,2,1,1,2,2,1,3,1,1,1,1,3,3,1,2,1,3,1,2,1,1,2,3,3,1,2,1,2,3,1,2,2
"R_2UWWbn9gw5SiBte",1,30,5,4,2,1,NA,1,1,1,3,2,1,3,1,1,1,4,1,2,1,3,1,1,2,1,1,3,1,3,2,3,1,2,1,2,2,3,3,3,4,1,2,2,3,2,1,2,2,1
"R_2UWWbn9gw5SiBte",1,30,5,4,2,1,NA,2,3,1,3,1,1,3,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,3,3,1,1,2,1,2,2,3,2,3,4,2,2,1,2,1,1,2,2,1
"R_2UWWbn9gw5SiBte",1,30,5,4,2,1,NA,3,1,1,3,2,1,3,2,1,1,4,2,2,1,3,1,1,2,1,2,3,1,3,2,3,1,2,1,1,1,3,3,3,4,1,2,2,3,2,1,2,2,1
"R_2uwWp2ZPsLwpNEg",2,21,3,2,1,0,NA,1,1,2,2,1,1,1,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,2,1,3,1,1,3,2,2,3,3,3,3,1,2,2,1,1,3,1,2,2
"R_2uwWp2ZPsLwpNEg",2,21,3,2,1,0,NA,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,2,3,3,2,1,2,2,2,3,1,3,1,2,2
"R_2uwWp2ZPsLwpNEg",2,21,3,2,1,0,NA,3,3,1,3,2,2,2,2,2,3,2,2,1,2,3,1,2,2,2,2,2,2,3,3,2,2,1,2,1,2,1,1,2,2,2,1,1,1,3,2,2,1,1
"R_2uxDQfK5QmIw2bv",1,25,6,5,1,1,NA,1,1,2,3,1,1,3,3,1,1,1,2,2,1,4,2,2,2,1,1,1,1,3,3,1,2,2,3,2,2,3,3,3,4,1,2,3,2,3,2,1,2,2
"R_2uxDQfK5QmIw2bv",1,25,6,5,1,1,NA,2,3,2,3,1,1,3,2,2,1,1,2,2,1,4,2,2,2,1,1,1,1,3,3,1,2,2,3,1,2,3,3,3,4,1,2,1,2,3,3,1,2,2
"R_2uxDQfK5QmIw2bv",1,25,6,5,1,1,NA,3,1,1,3,2,2,3,1,2,1,4,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,3,2,2,4,1,1,1,3,3,2,1,1,1
"R_2uyZv6N9H7Rlh47",2,62,5,2,3,NA,-1,1,3,2,2,2,2,3,2,1,2,1,1,1,1,3,1,2,2,2,1,1,1,2,1,3,1,2,3,1,1,2,3,3,4,1,2,2,1,1,3,1,2,1
"R_2uyZv6N9H7Rlh47",2,62,5,2,3,NA,-1,2,3,2,2,2,2,3,2,1,2,1,1,1,1,3,1,2,1,1,1,1,1,2,1,3,1,2,3,1,1,2,3,3,4,1,2,2,2,1,3,1,2,2
"R_2uyZv6N9H7Rlh47",2,62,5,2,3,NA,-1,3,3,2,2,2,1,2,2,2,1,3,1,2,1,1,1,2,3,1,2,3,1,2,1,1,3,2,2,1,2,2,3,1,4,1,2,1,2,1,2,2,2,2
"R_2uZFKIoELACCCAV",2,41,4,2,2,0,NA,1,1,2,2,1,1,3,3,2,1,4,2,2,1,3,2,1,1,1,1,1,1,2,2,3,2,2,3,1,2,3,3,2,4,1,2,3,2,2,2,1,2,2
"R_2uZFKIoELACCCAV",2,41,4,2,2,0,NA,2,1,1,3,2,1,1,1,1,1,2,2,1,1,4,1,2,3,1,1,1,1,3,1,1,3,2,2,1,2,2,2,1,4,3,2,2,2,2,2,2,2,1
"R_2uZFKIoELACCCAV",2,41,4,2,2,0,NA,3,3,1,3,2,2,1,2,1,2,2,1,1,2,3,1,2,3,1,1,2,2,3,3,2,3,1,2,1,2,1,1,1,2,2,2,2,2,3,1,2,1,1
"R_2v0sOA0LTiD2YiI",2,57,3,3,1,1,NA,1,1,1,3,1,2,1,3,2,1,2,1,2,2,4,2,3,1,1,2,2,1,3,3,2,2,1,1,1,2,1,3,2,4,2,2,1,3,2,1,1,1,2
"R_2v0sOA0LTiD2YiI",2,57,3,3,1,1,NA,2,1,1,3,1,2,1,3,1,1,4,2,2,1,4,2,2,2,1,2,2,1,3,3,2,3,1,1,1,2,1,3,2,4,2,2,2,3,2,1,2,1,2
"R_2v0sOA0LTiD2YiI",2,57,3,3,1,1,NA,3,1,1,3,2,2,1,3,1,1,4,2,2,1,3,1,2,2,1,2,2,1,3,3,2,3,1,1,1,2,1,3,2,4,2,2,2,3,2,1,2,1,2
"R_2v0TpYo3wUYJfHM",2,84,6,4,2,1,NA,1,3,2,2,2,1,3,2,1,2,4,2,2,1,3,1,1,1,2,2,1,1,2,1,3,2,2,2,1,2,2,4,3,3,3,2,2,3,2,2,2,1,1
"R_2v0TpYo3wUYJfHM",2,84,6,4,2,1,NA,2,1,2,2,2,1,3,1,1,2,2,2,2,3,4,1,2,3,2,2,2,1,2,1,2,2,2,2,1,2,2,4,1,3,4,2,2,1,1,2,2,2,1
"R_2v0TpYo3wUYJfHM",2,84,6,4,2,1,NA,3,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,3,1,2,2,1,3,3,2,2,2,2,1,2,2,2,1,3,2,1,2,2,1,2,2,2,1
"R_2v1WcRbmGlopj0t",2,24,4,1,2,0,NA,1,3,2,3,1,2,2,3,1,1,2,2,1,3,3,2,2,2,2,1,2,1,3,3,3,3,2,1,1,2,2,3,1,4,1,2,2,3,3,1,1,1,1
"R_2v1WcRbmGlopj0t",2,24,4,1,2,0,NA,2,2,1,3,1,2,2,3,1,2,2,1,1,1,4,2,2,2,1,1,1,1,3,3,2,3,1,1,2,1,2,3,1,4,3,2,2,2,1,1,1,1,1
"R_2v1WcRbmGlopj0t",2,24,4,1,2,0,NA,3,3,1,3,1,2,1,3,1,2,1,1,1,2,3,2,2,2,2,1,2,2,3,1,2,1,2,1,1,1,2,3,1,4,2,2,2,3,2,1,1,1,1
"R_2V2N5cQfaOTyH2Z",1,30,2,2,2,0,NA,1,2,2,2,1,2,2,3,2,1,1,2,2,2,4,2,1,2,2,2,1,3,2,1,3,1,2,1,2,2,3,1,3,4,1,1,2,1,3,3,2,1,2
"R_2V2N5cQfaOTyH2Z",1,30,2,2,2,0,NA,2,1,2,3,1,2,2,1,2,2,4,2,2,1,3,2,2,1,1,1,1,1,3,1,3,1,2,2,1,2,3,4,2,4,3,2,2,1,4,1,2,1,2
"R_2V2N5cQfaOTyH2Z",1,30,2,2,2,0,NA,3,3,1,3,1,1,2,2,1,1,1,2,2,2,3,1,2,1,1,1,3,4,3,2,2,1,1,1,2,1,1,4,2,4,3,2,1,2,4,2,2,1,1
"R_2V2Z4yOJhKGdGA6",2,21,4,1,2,0,NA,1,1,1,3,2,1,3,1,2,1,2,1,1,2,4,1,2,2,2,1,1,2,1,1,1,3,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1
"R_2V2Z4yOJhKGdGA6",2,21,4,1,2,0,NA,2,1,1,3,2,1,3,1,1,2,2,2,1,1,4,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,4,1,2,2,2,1,2,1,2,1
"R_2V2Z4yOJhKGdGA6",2,21,4,1,2,0,NA,3,3,1,3,1,1,3,2,1,2,2,2,1,2,4,2,2,3,1,1,1,2,3,3,1,3,2,1,1,1,1,2,1,4,3,2,2,2,2,1,1,1,1
